,지역,규모,연도,월,분양가
113,경기, 60㎡초과 85㎡이하,2018,2,3826
114,경기, 85㎡초과 102㎡이하,2018,2,4351
115,경기, 102㎡초과,2018,2,4655
116,경기, 60㎡이하,2018,3,4248
117,경기, 60㎡초과 85㎡이하,2018,3,3826
118,경기, 85㎡초과 102㎡이하,2018,3,4270
119,경기, 102㎡초과,2018,3,4641
120,경기, 60㎡이하,2018,4,4256
121,경기, 60㎡초과 85㎡이하,2018,4,3836
122,경기, 85㎡초과 102㎡이하,2018,4,4345
123,경기, 102㎡초과,2018,4,4595
124,경기, 60㎡이하,2018,5,4425
125,경기, 60㎡초과 85㎡이하,2018,5,3994
126,경기, 85㎡초과 102㎡이하,2018,5,4445
127,경기, 102㎡초과,2018,5,4517
128,경기, 60㎡이하,2018,6,4501
129,경기, 60㎡초과 85㎡이하,2018,6,3926
130,경기, 85㎡초과 102㎡이하,2018,6,4565
131,경기, 102㎡초과,2018,6,4330
132,경기, 60㎡이하,2018,7,4578
133,경기, 60㎡초과 85㎡이하,2018,7,3943
134,경기, 85㎡초과 102㎡이하,2018,7,4662
135,경기, 102㎡초과,2018,7,4573
136,경기, 60㎡이하,2018,8,4459
137,경기, 60㎡초과 85㎡이하,2018,8,4105
138,경기, 85㎡초과 102㎡이하,2018,8,4877
139,경기, 102㎡초과,2018,8,4692
140,경기, 60㎡이하,2018,9,4384
141,경기, 60㎡초과 85㎡이하,2018,9,4122
142,경기, 85㎡초과 102㎡이하,2018,9,4874
143,경기, 102㎡초과,2018,9,4696
144,경기, 60㎡이하,2018,10,4365
145,경기, 60㎡초과 85㎡이하,2018,10,4169
146,경기, 85㎡초과 102㎡이하,2018,10,4874
147,경기, 102㎡초과,2018,10,4647
148,경기, 60㎡이하,2018,11,4331
149,경기, 60㎡초과 85㎡이하,2018,11,4175
150,경기, 85㎡초과 102㎡이하,2018,11,5068
151,경기, 102㎡초과,2018,11,4627
152,경기, 60㎡이하,2018,12,4439
153,경기, 60㎡초과 85㎡이하,2018,12,4130
154,경기, 85㎡초과 102㎡이하,2018,12,4888
155,경기, 102㎡초과,2018,12,4925
156,경기, 60㎡이하,2019,1,4440
157,경기, 60㎡초과 85㎡이하,2019,1,4216
158,경기, 85㎡초과 102㎡이하,2019,1,4905
159,경기, 102㎡초과,2019,1,4931
160,경기, 60㎡이하,2019,2,4444
161,경기, 60㎡초과 85㎡이하,2019,2,4216
162,경기, 85㎡초과 102㎡이하,2019,2,5018
163,경기, 102㎡초과,2019,2,4945
164,경기, 60㎡이하,2019,3,4200
165,경기, 60㎡초과 85㎡이하,2019,3,4376
166,경기, 85㎡초과 102㎡이하,2019,3,4621
167,경기, 102㎡초과,2019,3,5130
168,경기, 60㎡이하,2019,4,4185
169,경기, 60㎡초과 85㎡이하,2019,4,4385
170,경기, 85㎡초과 102㎡이하,2019,4,4657
171,경기, 102㎡초과,2019,4,5332
172,경기, 60㎡이하,2019,5,4465
173,경기, 60㎡초과 85㎡이하,2019,5,4288
174,경기, 85㎡초과 102㎡이하,2019,5,5051
175,경기, 102㎡초과,2019,5,5670
176,경기, 60㎡이하,2019,6,4611
177,경기, 60㎡초과 85㎡이하,2019,6,4551
178,경기, 85㎡초과 102㎡이하,2019,6,5264
179,경기, 102㎡초과,2019,6,5669
180,경기, 60㎡이하,2019,7,4422
181,경기, 60㎡초과 85㎡이하,2019,7,4281
182,경기, 85㎡초과 102㎡이하,2019,7,5264
183,경기, 102㎡초과,2019,7,5529
184,경기, 60㎡이하,2019,8,4682
185,경기, 60㎡초과 85㎡이하,2019,8,4314
186,경기, 85㎡초과 102㎡이하,2019,8,5284
187,경기, 102㎡초과,2019,8,5371
188,경기, 60㎡이하,2019,9,4818
189,경기, 60㎡초과 85㎡이하,2019,9,4428
190,경기, 85㎡초과 102㎡이하,2019,9,5284
191,경기, 102㎡초과,2019,9,5371
192,경기, 60㎡이하,2019,10,4876
193,경기, 60㎡초과 85㎡이하,2019,10,4353
194,경기, 85㎡초과 102㎡이하,2019,10,5284
195,경기, 102㎡초과,2019,10,5292
196,경기, 60㎡이하,2019,11,4885
197,경기, 60㎡초과 85㎡이하,2019,11,4341
198,경기, 85㎡초과 102㎡이하,2019,11,5284
199,경기, 102㎡초과,2019,11,5342
200,경기, 60㎡이하,2019,12,4931
201,경기, 60㎡초과 85㎡이하,2019,12,4390
202,경기, 85㎡초과 102㎡이하,2019,12,5438
203,경기, 102㎡초과,2019,12,5180
204,경기, 60㎡이하,2020,1,4939
205,경기, 60㎡초과 85㎡이하,2020,1,4404
206,경기, 85㎡초과 102㎡이하,2020,1,5464
207,경기, 102㎡초과,2020,1,5204
208,경기, 60㎡이하,2020,2,4918
209,경기, 60㎡초과 85㎡이하,2020,2,4402
210,경기, 85㎡초과 102㎡이하,2020,2,5418
211,경기, 102㎡초과,2020,2,5133
