,지역,규모,연도,월,분양가
113,제주, 102㎡초과,2018,7,2990
114,제주, 60㎡초과 85㎡이하,2018,8,3356
115,제주, 85㎡초과 102㎡이하,2018,8,3226
116,제주, 102㎡초과,2018,8,2990
117,제주, 60㎡초과 85㎡이하,2018,9,3356
118,제주, 85㎡초과 102㎡이하,2018,9,3226
119,제주, 102㎡초과,2018,9,2990
120,제주, 60㎡초과 85㎡이하,2018,10,3356
121,제주, 85㎡초과 102㎡이하,2018,10,3226
122,제주, 102㎡초과,2018,10,2990
123,제주, 60㎡이하,2018,11,3804
124,제주, 60㎡초과 85㎡이하,2018,11,3341
125,제주, 85㎡초과 102㎡이하,2018,11,3226
126,제주, 102㎡초과,2018,11,2990
127,제주, 60㎡이하,2018,12,3804
128,제주, 60㎡초과 85㎡이하,2018,12,3504
129,제주, 85㎡초과 102㎡이하,2018,12,3226
130,제주, 102㎡초과,2018,12,2952
131,제주, 60㎡이하,2019,1,3804
132,제주, 60㎡초과 85㎡이하,2019,1,3504
133,제주, 85㎡초과 102㎡이하,2019,1,3226
134,제주, 102㎡초과,2019,1,2952
135,제주, 60㎡이하,2019,2,3804
136,제주, 60㎡초과 85㎡이하,2019,2,3504
137,제주, 85㎡초과 102㎡이하,2019,2,3226
138,제주, 102㎡초과,2019,2,2952
139,제주, 60㎡이하,2019,3,3804
140,제주, 60㎡초과 85㎡이하,2019,3,3504
141,제주, 85㎡초과 102㎡이하,2019,3,3226
142,제주, 102㎡초과,2019,3,2952
143,제주, 60㎡이하,2019,4,3804
144,제주, 60㎡초과 85㎡이하,2019,4,3475
145,제주, 85㎡초과 102㎡이하,2019,4,3226
146,제주, 102㎡초과,2019,4,3269
147,제주, 60㎡이하,2019,5,3804
148,제주, 60㎡초과 85㎡이하,2019,5,3475
149,제주, 85㎡초과 102㎡이하,2019,5,3226
150,제주, 102㎡초과,2019,5,3269
151,제주, 60㎡이하,2019,6,3804
152,제주, 60㎡초과 85㎡이하,2019,6,3791
153,제주, 85㎡초과 102㎡이하,2019,6,3226
154,제주, 102㎡초과,2019,6,3269
155,제주, 60㎡이하,2019,7,3804
156,제주, 60㎡초과 85㎡이하,2019,7,3884
157,제주, 102㎡초과,2019,7,3601
158,제주, 60㎡이하,2019,8,3804
159,제주, 60㎡초과 85㎡이하,2019,8,3884
160,제주, 102㎡초과,2019,8,3601
161,제주, 60㎡이하,2019,9,3804
162,제주, 60㎡초과 85㎡이하,2019,9,3884
163,제주, 102㎡초과,2019,9,3601
164,제주, 60㎡이하,2019,10,3804
165,제주, 60㎡초과 85㎡이하,2019,10,3884
166,제주, 102㎡초과,2019,10,3601
167,제주, 60㎡초과 85㎡이하,2019,11,3898
168,제주, 102㎡초과,2019,11,3601
169,제주, 60㎡초과 85㎡이하,2019,12,3898
170,제주, 102㎡초과,2019,12,3601
171,제주, 60㎡이하,2020,1,4039
172,제주, 60㎡초과 85㎡이하,2020,1,3962
173,제주, 102㎡초과,2020,1,3601
174,제주, 60㎡이하,2020,2,4039
175,제주, 60㎡초과 85㎡이하,2020,2,3962
176,제주, 102㎡초과,2020,2,3601
