,지역,규모,연도,월,분양가
114,강원, 85㎡초과 102㎡이하,2018,4,2830
115,강원, 102㎡초과,2018,4,2611
116,강원, 60㎡이하,2018,5,2269
117,강원, 60㎡초과 85㎡이하,2018,5,2280
118,강원, 85㎡초과 102㎡이하,2018,5,2864
119,강원, 102㎡초과,2018,5,2631
120,강원, 60㎡이하,2018,6,2282
121,강원, 60㎡초과 85㎡이하,2018,6,2287
122,강원, 85㎡초과 102㎡이하,2018,6,2864
123,강원, 102㎡초과,2018,6,2592
124,강원, 60㎡이하,2018,7,2284
125,강원, 60㎡초과 85㎡이하,2018,7,2309
126,강원, 85㎡초과 102㎡이하,2018,7,2864
127,강원, 102㎡초과,2018,7,2665
128,강원, 60㎡이하,2018,8,2401
129,강원, 60㎡초과 85㎡이하,2018,8,2323
130,강원, 85㎡초과 102㎡이하,2018,8,2864
131,강원, 102㎡초과,2018,8,2665
132,강원, 60㎡이하,2018,9,2405
133,강원, 60㎡초과 85㎡이하,2018,9,2327
134,강원, 85㎡초과 102㎡이하,2018,9,2864
135,강원, 102㎡초과,2018,9,2665
136,강원, 60㎡이하,2018,10,2423
137,강원, 60㎡초과 85㎡이하,2018,10,2358
138,강원, 85㎡초과 102㎡이하,2018,10,2864
139,강원, 102㎡초과,2018,10,2665
140,강원, 60㎡이하,2018,11,2452
141,강원, 60㎡초과 85㎡이하,2018,11,2380
142,강원, 85㎡초과 102㎡이하,2018,11,2865
143,강원, 102㎡초과,2018,11,2528
144,강원, 60㎡이하,2018,12,2452
145,강원, 60㎡초과 85㎡이하,2018,12,2319
146,강원, 85㎡초과 102㎡이하,2018,12,2865
147,강원, 102㎡초과,2018,12,2387
148,강원, 60㎡이하,2019,1,2525
149,강원, 60㎡초과 85㎡이하,2019,1,2347
150,강원, 85㎡초과 102㎡이하,2019,1,3068
151,강원, 102㎡초과,2019,1,2319
152,강원, 60㎡이하,2019,2,2525
153,강원, 60㎡초과 85㎡이하,2019,2,2347
154,강원, 85㎡초과 102㎡이하,2019,2,3068
155,강원, 102㎡초과,2019,2,2319
156,강원, 60㎡이하,2019,3,2574
157,강원, 60㎡초과 85㎡이하,2019,3,2394
158,강원, 85㎡초과 102㎡이하,2019,3,3022
159,강원, 102㎡초과,2019,3,2311
160,강원, 60㎡이하,2019,4,2523
161,강원, 60㎡초과 85㎡이하,2019,4,2522
162,강원, 85㎡초과 102㎡이하,2019,4,3022
