,지역,규모,연도,월,분양가
114,충남, 102㎡초과,2018,3,2283
115,충남, 60㎡이하,2018,4,2421
116,충남, 60㎡초과 85㎡이하,2018,4,2409
117,충남, 102㎡초과,2018,4,2283
118,충남, 60㎡이하,2018,5,2416
119,충남, 60㎡초과 85㎡이하,2018,5,2465
120,충남, 102㎡초과,2018,5,2537
121,충남, 60㎡이하,2018,6,2452
122,충남, 60㎡초과 85㎡이하,2018,6,2467
123,충남, 85㎡초과 102㎡이하,2018,6,2657
124,충남, 102㎡초과,2018,6,2580
125,충남, 60㎡이하,2018,7,2452
126,충남, 60㎡초과 85㎡이하,2018,7,2467
127,충남, 85㎡초과 102㎡이하,2018,7,2657
128,충남, 102㎡초과,2018,7,2580
129,충남, 60㎡이하,2018,8,2491
130,충남, 60㎡초과 85㎡이하,2018,8,2451
131,충남, 85㎡초과 102㎡이하,2018,8,2657
132,충남, 102㎡초과,2018,8,2729
133,충남, 60㎡이하,2018,9,2491
134,충남, 60㎡초과 85㎡이하,2018,9,2451
135,충남, 85㎡초과 102㎡이하,2018,9,2657
136,충남, 102㎡초과,2018,9,2729
137,충남, 60㎡이하,2018,10,2491
138,충남, 60㎡초과 85㎡이하,2018,10,2451
139,충남, 85㎡초과 102㎡이하,2018,10,2657
140,충남, 102㎡초과,2018,10,2729
141,충남, 60㎡이하,2018,11,2408
142,충남, 60㎡초과 85㎡이하,2018,11,2412
143,충남, 85㎡초과 102㎡이하,2018,11,2657
144,충남, 102㎡초과,2018,11,2729
145,충남, 60㎡이하,2018,12,2408
146,충남, 60㎡초과 85㎡이하,2018,12,2394
147,충남, 85㎡초과 102㎡이하,2018,12,2657
148,충남, 102㎡초과,2018,12,2729
149,충남, 60㎡이하,2019,1,2487
150,충남, 60㎡초과 85㎡이하,2019,1,2437
151,충남, 85㎡초과 102㎡이하,2019,1,2657
152,충남, 102㎡초과,2019,1,2729
153,충남, 60㎡이하,2019,2,2487
154,충남, 60㎡초과 85㎡이하,2019,2,2550
155,충남, 85㎡초과 102㎡이하,2019,2,2657
156,충남, 102㎡초과,2019,2,2729
157,충남, 60㎡이하,2019,3,2561
158,충남, 60㎡초과 85㎡이하,2019,3,2569
159,충남, 85㎡초과 102㎡이하,2019,3,2657
160,충남, 102㎡초과,2019,3,2729
161,충남, 60㎡이하,2019,4,2596
162,충남, 60㎡초과 85㎡이하,2019,4,2576
163,충남, 85㎡초과 102㎡이하,2019,4,2657
164,충남, 102㎡초과,2019,4,2729
165,충남, 60㎡이하,2019,5,2569
166,충남, 60㎡초과 85㎡이하,2019,5,2662
167,충남, 85㎡초과 102㎡이하,2019,5,2657
168,충남, 102㎡초과,2019,5,2667
169,충남, 60㎡이하,2019,6,2507
170,충남, 60㎡초과 85㎡이하,2019,6,2600
171,충남, 60㎡이하,2019,7,2545
172,충남, 60㎡초과 85㎡이하,2019,7,2683
173,충남, 102㎡초과,2019,7,2839
174,충남, 60㎡이하,2019,8,2595
175,충남, 60㎡초과 85㎡이하,2019,8,2656
176,충남, 102㎡초과,2019,8,2835
177,충남, 60㎡이하,2019,9,2366
178,충남, 60㎡초과 85㎡이하,2019,9,2615
179,충남, 102㎡초과,2019,9,2835
180,충남, 60㎡이하,2019,10,2332
181,충남, 60㎡초과 85㎡이하,2019,10,2629
182,충남, 85㎡초과 102㎡이하,2019,10,3201
183,충남, 102㎡초과,2019,10,2835
184,충남, 60㎡이하,2019,11,2332
185,충남, 60㎡초과 85㎡이하,2019,11,2629
186,충남, 85㎡초과 102㎡이하,2019,11,3201
187,충남, 102㎡초과,2019,11,2835
